Game ID,Competition,Season,Date,Home team,Away team,Tackling team,Carrying team,Time,Phase,x_start,y_start,Tackle descriptor,Tackle outcome,Tackle qualifier,Tackle dominance,Tackler number,Tackle area,Tackler name,Tackler position,Attacking player name,Missed tackle category,Missed tackle outcome
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Moana Pasifika,Queensland Reds,1_02206,4,32,60,Edge,Passive,Assist,Ineffective Tackle,2nd Tackler,Upper Torso,Pepesana Patafilo,13,Josh Flook,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Moana Pasifika,Queensland Reds,1_02211,5,32,47,Line,Complete,,Neutral Tackle,1st Tackler,Upper Torso,Ardie Savea,7,Harry Wilson,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Moana Pasifika,Queensland Reds,1_02212,5,32,47,Line,Complete,Assist,Neutral Tackle,2nd Tackler,Upper Torso,Jonathan Taumateine,9,Harry Wilson,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Moana Pasifika,Queensland Reds,1_02220,6,35,28,Line,Passive,,Ineffective Tackle,1st Tackler,Lower Torso,Allan Craig,5,Massimo De Lutiis,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Moana Pasifika,Queensland Reds,1_02221,6,35,28,Line,Passive,Assist,Ineffective Tackle,2nd Tackler,Upper Torso,James Lay,1,Massimo De Lutiis,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Moana Pasifika,Queensland Reds,1_02228,7,34,45,Line,Offload Allowed,,Neutral Tackle,1st Tackler,Legs,Ardie Savea,7,Jock Campbell,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Moana Pasifika,Queensland Reds,1_02329,1,31,45,Line,Offload Allowed,,Neutral Tackle,1st Tackler,Legs,Jonathan Taumateine,9,Filipo Daugunu,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Moana Pasifika,Queensland Reds,1_02332,1,31,45,Line,Offload Allowed,Assist,Neutral Tackle,2nd Tackler,Upper Torso,Jackson Garden-Bachop,10,Filipo Daugunu,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Moana Pasifika,Queensland Reds,1_02335,1,28,48,Line,Complete,,Neutral Tackle,1st Tackler,Upper Torso,Samuel Slade,4,Fraser McReight,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Moana Pasifika,Queensland Reds,1_02336,1,28,48,Line,Complete,Assist,Neutral Tackle,2nd Tackler,Upper Torso,James Lay,1,Fraser McReight,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Moana Pasifika,Queensland Reds,1_02342,2,26,43,Line,Complete,,Neutral Tackle,1st Tackler,Legs,Mills Sanerivi,2,Ryan Smith,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Moana Pasifika,Queensland Reds,1_02343,2,26,43,Line,Complete,Assist,Neutral Tackle,2nd Tackler,Upper Torso,Jackson Garden-Bachop,10,Ryan Smith,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Moana Pasifika,Queensland Reds,1_02347,3,26,36,Line,Complete,,Neutral Tackle,1st Tackler,Upper Torso,Jonathan Taumateine,9,Richie Asiata,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Moana Pasifika,Queensland Reds,1_02348,3,26,36,Line,Complete,Assist,Neutral Tackle,2nd Tackler,Upper Torso,Allan Craig,5,Richie Asiata,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Moana Pasifika,Queensland Reds,1_02357,4,33,50,Line,Complete,,Neutral Tackle,1st Tackler,Upper Torso,Lalomilo Lalomilo,12,Jock Campbell,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Moana Pasifika,Queensland Reds,1_02404,5,34,54,Line,Complete,,Neutral Tackle,1st Tackler,Legs,Mills Sanerivi,2,Seru Uru,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Moana Pasifika,Queensland Reds,1_02409,6,32,63,Edge,Passive,,Ineffective Tackle,1st Tackler,Upper Torso,Kyren Taumoefolau,11,Filipo Daugunu,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Moana Pasifika,Queensland Reds,1_02413,7,32,57,Line,Complete,,Neutral Tackle,1st Tackler,Legs,Semisi Tupou Ta'eiloa,8,Massimo De Lutiis,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Queensland Reds,Moana Pasifika,1_02519,1,36,3,Edge,Complete,,Neutral Tackle,1st Tackler,Lower Torso,Tate McDermott,9,Mills Sanerivi,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Queensland Reds,Moana Pasifika,1_02527,2,38,10,Edge,Passive,,Ineffective Tackle,1st Tackler,Upper Torso,Harry Wilson,8,Semisi Tupou Ta'eiloa,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Queensland Reds,Moana Pasifika,1_02528,2,38,10,Edge,Passive,Assist,Ineffective Tackle,2nd Tackler,Upper Torso,Josh Canham,4,Semisi Tupou Ta'eiloa,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Queensland Reds,Moana Pasifika,1_02537,3,35,13,Line,Complete,,Neutral Tackle,1st Tackler,Upper Torso,Sef Fa'agase,1,Mills Sanerivi,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Queensland Reds,Moana Pasifika,1_02543,4,34,25,Line,Complete,,Neutral Tackle,1st Tackler,Upper Torso,Fraser McReight,7,Samuel Slade,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Queensland Reds,Moana Pasifika,1_02543,4,34,25,Line,Complete,Assist,Neutral Tackle,2nd Tackler,Legs,Ryan Smith,5,Samuel Slade,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Queensland Reds,Moana Pasifika,1_02550,5,30,5,Edge,Missed,,Ineffective Tackle,1st Tackler,,Harry Wilson,8,Lalomilo Lalomilo,Stepped,Tackled
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Queensland Reds,Moana Pasifika,1_02551,5,26,5,Edge,Offload Allowed,Assist,Neutral Tackle,2nd Tackler,Upper Torso,Sef Fa'agase,1,Lalomilo Lalomilo,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Moana Pasifika,Queensland Reds,1_02557,1,77,53,Other,Passive,,Ineffective Tackle,1st Tackler,Legs,Mills Sanerivi,2,Fraser McReight,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Moana Pasifika,Queensland Reds,1_02557,1,77,53,Other,Passive,Assist,Ineffective Tackle,2nd Tackler,Lower Torso,Jackson Garden-Bachop,10,Fraser McReight,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Queensland Reds,Moana Pasifika,1_02616,1,43,33,Chase,Passive,,Ineffective Tackle,1st Tackler,Upper Torso,Ryan Smith,5,Solomon Alaimalo,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Queensland Reds,Moana Pasifika,1_02727,1,3,55,Line,Passive,,Ineffective Tackle,1st Tackler,Upper Torso,Richie Asiata,2,James Lay,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Queensland Reds,Moana Pasifika,1_02727,1,3,55,Line,Passive,Assist,Ineffective Tackle,2nd Tackler,Upper Torso,Josh Canham,4,James Lay,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Queensland Reds,Moana Pasifika,1_02736,2,1,56,Line,Complete,,Neutral Tackle,1st Tackler,Upper Torso,Ryan Smith,5,Semisi Tupou Ta'eiloa,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Queensland Reds,Moana Pasifika,1_02736,2,1,56,Line,Complete,Assist,Neutral Tackle,2nd Tackler,Upper Torso,Massimo De Lutiis,3,Semisi Tupou Ta'eiloa,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Queensland Reds,Moana Pasifika,1_02741,3,2,55,Line,Complete,,Neutral Tackle,1st Tackler,Upper Torso,Seru Uru,6,Mills Sanerivi,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Moana Pasifika,Queensland Reds,1_02754,1,93,20,Other,Turnover Won,,Neutral Tackle,1st Tackler,Upper Torso,Jonathan Taumateine,9,Fraser McReight,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Queensland Reds,Moana Pasifika,1_02804,2,11,26,Line,Missed,,Ineffective Tackle,1st Tackler,,Filipo Daugunu,11,Pepesana Patafilo,Stepped,Tackled
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Queensland Reds,Moana Pasifika,1_02804,2,8,27,Line,Missed,Assist,Ineffective Tackle,2nd Tackler,,Fraser McReight,7,Pepesana Patafilo,Stepped,Tackled
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Queensland Reds,Moana Pasifika,1_02805,2,4,26,Line,Passive,Assist,Ineffective Tackle,3rd Tackler,Upper Torso,Tom Lynagh,10,Pepesana Patafilo,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Queensland Reds,Moana Pasifika,1_02806,2,4,26,Line,Passive,Assist,Ineffective Tackle,4th Tackler,Lower Torso,Josh Flook,13,Pepesana Patafilo,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Queensland Reds,Moana Pasifika,1_02811,3,2,20,Line,Passive,,Ineffective Tackle,1st Tackler,Upper Torso,Ryan Smith,5,Ardie Savea,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Queensland Reds,Moana Pasifika,1_02925,1,7,46,Line,Pen Conceded,,Ineffective Tackle,1st Tackler,Upper Torso,Hunter Paisami,12,Lalomilo Lalomilo,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Queensland Reds,Moana Pasifika,1_02933,2,7,39,Line,Complete,,Neutral Tackle,1st Tackler,Upper Torso,Josh Canham,4,Semisi Tupou Ta'eiloa,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Queensland Reds,Moana Pasifika,1_02933,2,7,39,Line,Complete,Assist,Neutral Tackle,2nd Tackler,Upper Torso,Harry Wilson,8,Semisi Tupou Ta'eiloa,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Queensland Reds,Moana Pasifika,1_02942,3,2,67,Edge,Offload Allowed,,Neutral Tackle,1st Tackler,Legs,Tate McDermott,9,Solomon Alaimalo,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Queensland Reds,Moana Pasifika,1_02942,3,2,67,Edge,Offload Allowed,Assist,Neutral Tackle,2nd Tackler,Upper Torso,Tim Ryan,14,Solomon Alaimalo,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Queensland Reds,Moana Pasifika,1_02943,3,1,65,Edge,Complete,,Neutral Tackle,1st Tackler,Upper Torso,Hunter Paisami,12,Lalomilo Lalomilo,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Queensland Reds,Moana Pasifika,1_03136,1,11,40,Line,Complete,,Neutral Tackle,1st Tackler,Upper Torso,Fraser McReight,7,Solomon Alaimalo,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Queensland Reds,Moana Pasifika,1_03136,1,11,40,Line,Complete,Assist,Neutral Tackle,2nd Tackler,Legs,Tom Lynagh,10,Solomon Alaimalo,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Queensland Reds,Moana Pasifika,1_03143,2,10,32,Line,Complete,,Neutral Tackle,1st Tackler,Legs,Harry Wilson,8,Semisi Tupou Ta'eiloa,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Queensland Reds,Moana Pasifika,1_03143,2,10,32,Line,Complete,Assist,Neutral Tackle,2nd Tackler,Lower Torso,Fraser McReight,7,Semisi Tupou Ta'eiloa,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Queensland Reds,Moana Pasifika,1_03147,3,7,24,Line,Complete,,Neutral Tackle,1st Tackler,Legs,Tom Lynagh,10,Samuel Slade,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Queensland Reds,Moana Pasifika,1_03147,3,7,24,Line,Complete,Assist,Neutral Tackle,2nd Tackler,Upper Torso,Richie Asiata,2,Samuel Slade,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Queensland Reds,Moana Pasifika,1_03152,4,6,20,Line,Complete,,Neutral Tackle,1st Tackler,Lower Torso,Josh Canham,4,Miracle Faiilagi,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Queensland Reds,Moana Pasifika,1_03152,4,6,20,Line,Complete,Assist,Neutral Tackle,2nd Tackler,Upper Torso,Massimo De Lutiis,3,Miracle Faiilagi,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Queensland Reds,Moana Pasifika,1_03157,5,7,15,Line,Complete,,Neutral Tackle,1st Tackler,Upper Torso,Hunter Paisami,12,Semisi Tupou Ta'eiloa,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Queensland Reds,Moana Pasifika,1_03158,5,7,15,Line,Complete,Assist,Neutral Tackle,2nd Tackler,Upper Torso,Seru Uru,6,Semisi Tupou Ta'eiloa,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Queensland Reds,Moana Pasifika,1_03204,6,7,22,Line,Complete,,Neutral Tackle,1st Tackler,Upper Torso,Fraser McReight,7,Samuel Slade,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Queensland Reds,Moana Pasifika,1_03204,6,7,22,Line,Complete,Assist,Neutral Tackle,2nd Tackler,Upper Torso,Massimo De Lutiis,3,Samuel Slade,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Queensland Reds,Moana Pasifika,1_03215,7,9,59,Edge,Complete,,Neutral Tackle,1st Tackler,Legs,Tate McDermott,9,Kyren Taumoefolau,,
945270,Super Rugby Pacific,2025,21/02/2025,Queensland Reds,Moana Pasifika,Queensland Reds,Moana Pasifika,1_03221,8,8,45,Line,Passive,,Ineffective Tackle,1st Tackler,Upper Torso,Josh Canham,4,Ardie Savea,,
